model,feature_set,feature,importance
EBM,30_phenotypes,13_dxrx,0.01501292993053499
EBM,30_phenotypes,13_dxrx,0.013889746700236679
EBM,30_phenotypes,13_dxrx,0.047996570711212716
EBM,30_phenotypes,13_dxrx,0.07052677174343912
LR,30_phenotypes,18_dxrx,0.4919109470082281
LR,30_phenotypes,18_dxrx,0.5254368478999569
LR,30_phenotypes,18_dxrx,0.48872632586860454
LR,30_phenotypes,18_dxrx,0.6104810708346379
LR,30_phenotypes,18_dxrx,0.5914171420265365
RF,30_phenotypes,18_dxrx,0.017046283417157315
RF,30_phenotypes,18_dxrx,0.015618251045804674
RF,30_phenotypes,18_dxrx,0.015013677049854183
RF,30_phenotypes,18_dxrx,0.016588791186296213
RF,30_phenotypes,18_dxrx,0.01407108181981427
XGB,30_phenotypes,18_dxrx,0.02960052713751793
XGB,30_phenotypes,18_dxrx,0.029791275039315224
XGB,30_phenotypes,18_dxrx,0.03264849632978439
XGB,30_phenotypes,18_dxrx,0.026579376310110092
XGB,30_phenotypes,18_dxrx,0.02411583811044693
TNET,30_phenotypes,18_dxrx,0.012256809166116893
TNET,30_phenotypes,18_dxrx,0.02087295492523951
TNET,30_phenotypes,18_dxrx,0.0
TNET,30_phenotypes,18_dxrx,5.350966907661555e-05
TNET,30_phenotypes,18_dxrx,8.879839951008816e-05
EBM,30_phenotypes,18_dxrx,0.007990041836651638
EBM,30_phenotypes,18_dxrx,0.013774705164623301
EBM,30_phenotypes,18_dxrx,0.005465749123328692
EBM,30_phenotypes,18_dxrx,0.017740003790689154
EBM,30_phenotypes,18_dxrx,0.03111557241753185
LR,30_phenotypes,31,0.44933683389934287
LR,30_phenotypes,31,0.36315054469373786
LR,30_phenotypes,31,0.4603713304240255
LR,30_phenotypes,31,0.3043108510457381
LR,30_phenotypes,31,0.47816125189258685
RF,30_phenotypes,31,0.04879602474072387
RF,30_phenotypes,31,0.04756660239307485
RF,30_phenotypes,31,0.04427977846034607
RF,30_phenotypes,31,0.03694181526388951
RF,30_phenotypes,31,0.032972788869941684
XGB,30_phenotypes,31,0.027470935136079788
XGB,30_phenotypes,31,0.03198213875293732
XGB,30_phenotypes,31,0.028028635308146477
XGB,30_phenotypes,31,0.029525211080908775
XGB,30_phenotypes,31,0.030407078564167023
TNET,30_phenotypes,31,7.516383735271668e-05
TNET,30_phenotypes,31,0.003811257333667157
TNET,30_phenotypes,31,0.021609092884673352
TNET,30_phenotypes,31,0.0007347536216354045
TNET,30_phenotypes,31,0.12037596229053703
EBM,30_phenotypes,31,0.01573945342436135
EBM,30_phenotypes,31,0.017438396457455218
EBM,30_phenotypes,31,0.011994809857795384
EBM,30_phenotypes,31,0.03304102234559089
EBM,30_phenotypes,31,0.05608534836698184
LR,30_phenotypes,28_lv,0.6736691639785829
LR,30_phenotypes,28_lv,0.7096384606828556
LR,30_phenotypes,28_lv,0.8959219465966498
LR,30_phenotypes,28_lv,0.5676370364277104
LR,30_phenotypes,28_lv,1.0770156236880697
RF,30_phenotypes,28_lv,0.05014756698140986
RF,30_phenotypes,28_lv,0.048973832810223834
RF,30_phenotypes,28_lv,0.05924388598834052
RF,30_phenotypes,28_lv,0.05532096639808118
RF,30_phenotypes,28_lv,0.08153527786043481
XGB,30_phenotypes,28_lv,0.033672135323286057
XGB,30_phenotypes,28_lv,0.026578126475214958
XGB,30_phenotypes,28_lv,0.030559377744793892
XGB,30_phenotypes,28_lv,0.035506267100572586
XGB,30_phenotypes,28_lv,0.03216472268104553
TNET,30_phenotypes,28_lv,0.011126289272638005
TNET,30_phenotypes,28_lv,0.06671284246231525
TNET,30_phenotypes,28_lv,0.012257306140806161
TNET,30_phenotypes,28_lv,1.1636245801177799e-05
TNET,30_phenotypes,28_lv,0.03848414509136758
EBM,30_phenotypes,28_lv,0.016994484377385
EBM,30_phenotypes,28_lv,0.020825766964914037
EBM,30_phenotypes,28_lv,0.01469617591200965
EBM,30_phenotypes,28_lv,0.0454726718960366
EBM,30_phenotypes,28_lv,0.07436021025292013
LR,30_phenotypes,11_lv,0.6636568586618143
LR,30_phenotypes,11_lv,0.9746715778499737
LR,30_phenotypes,11_lv,0.9335985253638861
LR,30_phenotypes,11_lv,0.7925938809650516
LR,30_phenotypes,11_lv,0.9643654564809172
RF,30_phenotypes,11_lv,0.0315220586932178
RF,30_phenotypes,11_lv,0.03146078726281837
RF,30_phenotypes,11_lv,0.037282358166019575
RF,30_phenotypes,11_lv,0.02549613792497636
RF,30_phenotypes,11_lv,0.02213615814686354
XGB,30_phenotypes,11_lv,0.03248421847820282
XGB,30_phenotypes,11_lv,0.03329700976610184
XGB,30_phenotypes,11_lv,0.04038271680474281
XGB,30_phenotypes,11_lv,0.03735681623220444
XGB,30_phenotypes,11_lv,0.03353044018149376
TNET,30_phenotypes,11_lv,0.020160153054367823
TNET,30_phenotypes,11_lv,0.0
TNET,30_phenotypes,11_lv,0.029579870951649802
TNET,30_phenotypes,11_lv,0.13143924541475235
TNET,30_phenotypes,11_lv,0.005105518189176996
EBM,30_phenotypes,11_lv,0.014881804528528221
EBM,30_phenotypes,11_lv,0.015508854751143523
EBM,30_phenotypes,11_lv,0.012698271719117499
EBM,30_phenotypes,11_lv,0.03723964516431891
EBM,30_phenotypes,11_lv,0.047707728754874064
LR,30_phenotypes,47,0.8601818795919896
LR,30_phenotypes,47,1.0933304183061572
LR,30_phenotypes,47,1.2373849591246104
LR,30_phenotypes,47,1.4073436916531321
LR,30_phenotypes,47,1.7335828731742449
RF,30_phenotypes,47,0.06010620052300193
RF,30_phenotypes,47,0.09208023915838773
RF,30_phenotypes,47,0.05369577023558346
RF,30_phenotypes,47,0.07900177138393738
RF,30_phenotypes,47,0.0711592192717731
XGB,30_phenotypes,47,0.03283531218767166
XGB,30_phenotypes,47,0.041864462196826935
XGB,30_phenotypes,47,0.0348396971821785
XGB,30_phenotypes,47,0.04025614634156227
XGB,30_phenotypes,47,0.0378023199737072
TNET,30_phenotypes,47,0.11808684170849505
TNET,30_phenotypes,47,0.043273436268820464
TNET,30_phenotypes,47,0.05249065514720915
TNET,30_phenotypes,47,0.10799659860818796
TNET,30_phenotypes,47,0.15818756853774488
EBM,30_phenotypes,47,0.0181063423289535
EBM,30_phenotypes,47,0.03291708346688087
EBM,30_phenotypes,47,0.014014086375292382
EBM,30_phenotypes,47,0.0640971797595656
EBM,30_phenotypes,47,0.08404508662513684
LR,30_phenotypes,9_dxrx,0.36459497790820555
LR,30_phenotypes,9_dxrx,0.19858574393888534
LR,30_phenotypes,9_dxrx,0.4553870299716547
LR,30_phenotypes,9_dxrx,0.3793201384103197
LR,30_phenotypes,9_dxrx,0.5234323606016691
RF,30_phenotypes,9_dxrx,0.06621509893815904
RF,30_phenotypes,9_dxrx,0.03820581941084947
RF,30_phenotypes,9_dxrx,0.04343096934633966
RF,30_phenotypes,9_dxrx,0.03524531331041782
RF,30_phenotypes,9_dxrx,0.05897577878404435
XGB,30_phenotypes,9_dxrx,0.03580145165324211
XGB,30_phenotypes,9_dxrx,0.03350120782852173
XGB,30_phenotypes,9_dxrx,0.03635549545288086
XGB,30_phenotypes,9_dxrx,0.03872474282979965
XGB,30_phenotypes,9_dxrx,0.0339302197098732
TNET,30_phenotypes,9_dxrx,0.05813192034056701
TNET,30_phenotypes,9_dxrx,4.894713649635264e-07
TNET,30_phenotypes,9_dxrx,1.434745643570647e-06
TNET,30_phenotypes,9_dxrx,0.047548783195561696
TNET,30_phenotypes,9_dxrx,0.045175512373730575
EBM,30_phenotypes,9_dxrx,0.020498469661755066
EBM,30_phenotypes,9_dxrx,0.01629591393258521
EBM,30_phenotypes,9_dxrx,0.012011162598095287
EBM,30_phenotypes,9_dxrx,0.03094852586543846
EBM,30_phenotypes,9_dxrx,0.055583272503187765
LR,30_phenotypes,9_lv,0.6295141830883638
LR,30_phenotypes,9_lv,0.8384119184504509
LR,30_phenotypes,9_lv,0.5860115628681
LR,30_phenotypes,9_lv,0.858569308967315
LR,30_phenotypes,9_lv,0.9615299283121299
RF,30_phenotypes,9_lv,0.02955929819882788
RF,30_phenotypes,9_lv,0.03747159541922536
RF,30_phenotypes,9_lv,0.022878933806945043
RF,30_phenotypes,9_lv,0.026471295367533093
RF,30_phenotypes,9_lv,0.03434026561104414
XGB,30_phenotypes,9_lv,0.03173775598406792
XGB,30_phenotypes,9_lv,0.03230408951640129
XGB,30_phenotypes,9_lv,0.030184973031282425
XGB,30_phenotypes,9_lv,0.03341187909245491
XGB,30_phenotypes,9_lv,0.03491245210170746
TNET,30_phenotypes,9_lv,0.09964258595652895
TNET,30_phenotypes,9_lv,0.06031202340433734
TNET,30_phenotypes,9_lv,0.02594908217710816
TNET,30_phenotypes,9_lv,4.32479072193677e-05
TNET,30_phenotypes,9_lv,0.058990690664041896
EBM,30_phenotypes,9_lv,0.00839665176262658
EBM,30_phenotypes,9_lv,0.02001588656422065
EBM,30_phenotypes,9_lv,0.006877800357572995
EBM,30_phenotypes,9_lv,0.035318496005070886
EBM,30_phenotypes,9_lv,0.0517089838033501
LR,30_phenotypes,7_dxrx,1.154789283233447
LR,30_phenotypes,7_dxrx,1.572673136190668
LR,30_phenotypes,7_dxrx,1.2280604162452748
LR,30_phenotypes,7_dxrx,1.5551407027468147
LR,30_phenotypes,7_dxrx,1.2933277791334699
RF,30_phenotypes,7_dxrx,0.01480136369850007
RF,30_phenotypes,7_dxrx,0.019598418681557248
RF,30_phenotypes,7_dxrx,0.014695354293072347
RF,30_phenotypes,7_dxrx,0.02006945519224617
RF,30_phenotypes,7_dxrx,0.014368065633675256
XGB,30_phenotypes,7_dxrx,0.03501182422041893
XGB,30_phenotypes,7_dxrx,0.0324142687022686
XGB,30_phenotypes,7_dxrx,0.03073848783969879
XGB,30_phenotypes,7_dxrx,0.028799599036574364
XGB,30_phenotypes,7_dxrx,0.035421572625637054
TNET,30_phenotypes,7_dxrx,0.020717197090717395
TNET,30_phenotypes,7_dxrx,0.0002928279866315688
TNET,30_phenotypes,7_dxrx,4.5224582168525344e-07
TNET,30_phenotypes,7_dxrx,0.07251993963467027
TNET,30_phenotypes,7_dxrx,0.05998191541600879
EBM,30_phenotypes,7_dxrx,0.006776171828846506
EBM,30_phenotypes,7_dxrx,0.01039141416627796
EBM,30_phenotypes,7_dxrx,0.005855036201743686
EBM,30_phenotypes,7_dxrx,0.027018800395448527
EBM,30_phenotypes,7_dxrx,0.031510144987603066
LR,30_phenotypes,0_dxrx,0.2644618600649902
LR,30_phenotypes,0_dxrx,0.4393228618769612
LR,30_phenotypes,0_dxrx,0.26140061378190144
LR,30_phenotypes,0_dxrx,0.29293415501426845
LR,30_phenotypes,0_dxrx,0.2806349337911748
RF,30_phenotypes,0_dxrx,0.00959139742477594
RF,30_phenotypes,0_dxrx,0.014325128835618003
RF,30_phenotypes,0_dxrx,0.010839995937553045
RF,30_phenotypes,0_dxrx,0.011191361741932818
RF,30_phenotypes,0_dxrx,0.00917921986917887
XGB,30_phenotypes,0_dxrx,0.02722780592739582
XGB,30_phenotypes,0_dxrx,0.028625505045056343
XGB,30_phenotypes,0_dxrx,0.02600383572280407
XGB,30_phenotypes,0_dxrx,0.03240985423326492
XGB,30_phenotypes,0_dxrx,0.03341854363679886
TNET,30_phenotypes,0_dxrx,8.54606267598952e-05
TNET,30_phenotypes,0_dxrx,0.004997870785139624
TNET,30_phenotypes,0_dxrx,0.041580930102431066
TNET,30_phenotypes,0_dxrx,0.0818164037295984
TNET,30_phenotypes,0_dxrx,0.06424496243284313
EBM,30_phenotypes,0_dxrx,0.005715874466923221
EBM,30_phenotypes,0_dxrx,0.009816722317669134
EBM,30_phenotypes,0_dxrx,0.004995848819075345
EBM,30_phenotypes,0_dxrx,0.02192418025839554
EBM,30_phenotypes,0_dxrx,0.02018037557286474
LR,30_phenotypes,46,0.741918600547149
LR,30_phenotypes,46,0.6865448773874129
LR,30_phenotypes,46,0.9032464538462595
LR,30_phenotypes,46,0.7791118240941244
LR,30_phenotypes,46,0.584414925196005
RF,30_phenotypes,46,0.012386147063508648
RF,30_phenotypes,46,0.012296497470246763
RF,30_phenotypes,46,0.010337583518182463
RF,30_phenotypes,46,0.006727285829414351
RF,30_phenotypes,46,0.006463021104160919
XGB,30_phenotypes,46,0.030157089233398438
XGB,30_phenotypes,46,0.033967651426792145
XGB,30_phenotypes,46,0.02910250425338745
XGB,30_phenotypes,46,0.032377272844314575
XGB,30_phenotypes,46,0.028002170845866203
TNET,30_phenotypes,46,0.027711550833229574
TNET,30_phenotypes,46,0.0
TNET,30_phenotypes,46,0.061630502169554534
TNET,30_phenotypes,46,0.1461169107545669
TNET,30_phenotypes,46,0.023601239113810922
EBM,30_phenotypes,46,0.005520687209792484
EBM,30_phenotypes,46,0.010464099208944694
EBM,30_phenotypes,46,0.003347037365924058
EBM,30_phenotypes,46,0.01384711243744359
EBM,30_phenotypes,46,0.018626576128427632
LR,30_phenotypes,33,0.26265227160839516
LR,30_phenotypes,33,0.5930397699845575
LR,30_phenotypes,33,0.3204116936214786
LR,30_phenotypes,33,0.5637974358402396
LR,30_phenotypes,33,0.3114720999971537
RF,30_phenotypes,33,0.01132141251847153
RF,30_phenotypes,33,0.017491134427604554
RF,30_phenotypes,33,0.010450801377018471
RF,30_phenotypes,33,0.014434884567162876
RF,30_phenotypes,33,0.010383990146655128
XGB,30_phenotypes,33,0.03507910668849945
XGB,30_phenotypes,33,0.03503371775150299
XGB,30_phenotypes,33,0.03633275628089905
XGB,30_phenotypes,33,0.029330691322684288
XGB,30_phenotypes,33,0.03230122849345207
TNET,30_phenotypes,33,0.0
TNET,30_phenotypes,33,0.00016769111416052864
TNET,30_phenotypes,33,0.0
TNET,30_phenotypes,33,0.000540380791911279
TNET,30_phenotypes,33,0.007371262249323353
EBM,30_phenotypes,33,0.00805487488747794
EBM,30_phenotypes,33,0.008535361819046055
EBM,30_phenotypes,33,0.002392379511132048
EBM,30_phenotypes,33,0.01084786366968545
EBM,30_phenotypes,33,0.014315213044743038
LR,30_phenotypes,22_lv,0.19792273091760612
LR,30_phenotypes,22_lv,0.07730399741349256
LR,30_phenotypes,22_lv,0.22975978421356044
LR,30_phenotypes,22_lv,0.7357966513791577
LR,30_phenotypes,22_lv,1.0353090238763871
RF,30_phenotypes,22_lv,0.012821415356986048
RF,30_phenotypes,22_lv,0.013331364985821728
RF,30_phenotypes,22_lv,0.015071722884488999
RF,30_phenotypes,22_lv,0.028642704347091166
RF,30_phenotypes,22_lv,0.042776805019254134
XGB,30_phenotypes,22_lv,0.03432879224419594
XGB,30_phenotypes,22_lv,0.03693858161568642
XGB,30_phenotypes,22_lv,0.041003331542015076
XGB,30_phenotypes,22_lv,0.03144582733511925
XGB,30_phenotypes,22_lv,0.03481459617614746
TNET,30_phenotypes,22_lv,0.0
TNET,30_phenotypes,22_lv,1.9028402956514238e-06
TNET,30_phenotypes,22_lv,0.058606817742080965
TNET,30_phenotypes,22_lv,0.010053293969821462
TNET,30_phenotypes,22_lv,0.03123591703225957
EBM,30_phenotypes,22_lv,0.0059523714570798945
EBM,30_phenotypes,22_lv,0.0118014495476646
EBM,30_phenotypes,22_lv,0.007081672695463053
EBM,30_phenotypes,22_lv,0.035776093306886726
EBM,30_phenotypes,22_lv,0.05284941938244266
LR,30_phenotypes,17_lv,0.39531613733182197
LR,30_phenotypes,17_lv,0.4229272478885982
LR,30_phenotypes,17_lv,0.2711844508077749
LR,30_phenotypes,17_lv,0.5438677722555675
LR,30_phenotypes,17_lv,0.5665847424720611
RF,30_phenotypes,17_lv,0.03656838904632589
RF,30_phenotypes,17_lv,0.05031010981266044
RF,30_phenotypes,17_lv,0.025595103281937034
RF,30_phenotypes,17_lv,0.02188656804283002
RF,30_phenotypes,17_lv,0.021783707554545673
XGB,30_phenotypes,17_lv,0.03551267459988594
XGB,30_phenotypes,17_lv,0.03697223588824272
XGB,30_phenotypes,17_lv,0.039850860834121704
XGB,30_phenotypes,17_lv,0.03345904499292374
XGB,30_phenotypes,17_lv,0.035070646554231644
TNET,30_phenotypes,17_lv,0.028673339874697716
TNET,30_phenotypes,17_lv,0.002182408322327747
TNET,30_phenotypes,17_lv,0.0004094108829368996
TNET,30_phenotypes,17_lv,1.9998938676330743e-05
TNET,30_phenotypes,17_lv,0.0030137717518059085
EBM,30_phenotypes,17_lv,0.016762351084880583
EBM,30_phenotypes,17_lv,0.0232768451752932
EBM,30_phenotypes,17_lv,0.01147066267697582
EBM,30_phenotypes,17_lv,0.03199561734472828
EBM,30_phenotypes,17_lv,0.0436621508936328
LR,30_phenotypes,45,0.28579541098255073
LR,30_phenotypes,45,0.38829187281516475
LR,30_phenotypes,45,0.08399277711088327
LR,30_phenotypes,45,0.30302208583495843
LR,30_phenotypes,45,0.09699245623943954
RF,30_phenotypes,45,0.00835169214995183
RF,30_phenotypes,45,0.013088381997719483
RF,30_phenotypes,45,0.008668177675631631
RF,30_phenotypes,45,0.007247287480143003
RF,30_phenotypes,45,0.005567785989957542
XGB,30_phenotypes,45,0.031907375901937485
XGB,30_phenotypes,45,0.03080620989203453
XGB,30_phenotypes,45,0.029046032577753067
XGB,30_phenotypes,45,0.026217792183160782
XGB,30_phenotypes,45,0.031259823590517044
TNET,30_phenotypes,45,0.0
TNET,30_phenotypes,45,0.023642362533888964
TNET,30_phenotypes,45,0.0005852170109244432
TNET,30_phenotypes,45,4.2472443294411195e-06
TNET,30_phenotypes,45,0.01041854219653053
EBM,30_phenotypes,45,0.0031655359308232936
EBM,30_phenotypes,45,0.0043048230020179675
EBM,30_phenotypes,45,0.0023772235194177245
EBM,30_phenotypes,45,0.011011757163847011
EBM,30_phenotypes,45,0.017965898520916082
LR,30_phenotypes,16_lv,0.13289127546758828
LR,30_phenotypes,16_lv,0.09428889560494201
LR,30_phenotypes,16_lv,0.02552372665966643
LR,30_phenotypes,16_lv,0.19472064595153368
LR,30_phenotypes,16_lv,0.028180510133210802
RF,30_phenotypes,16_lv,0.021222478564361165
RF,30_phenotypes,16_lv,0.016670180534984588
RF,30_phenotypes,16_lv,0.015299970612911903
RF,30_phenotypes,16_lv,0.009503786212690376
RF,30_phenotypes,16_lv,0.008768877194361516
XGB,30_phenotypes,16_lv,0.03031788021326065
XGB,30_phenotypes,16_lv,0.03569032624363899
XGB,30_phenotypes,16_lv,0.030236274003982544
XGB,30_phenotypes,16_lv,0.03173525258898735
XGB,30_phenotypes,16_lv,0.032865747809410095
TNET,30_phenotypes,16_lv,0.07298609248637743
TNET,30_phenotypes,16_lv,0.0020823152888422534
TNET,30_phenotypes,16_lv,0.00024401602696739398
TNET,30_phenotypes,16_lv,0.00019797724687802467
TNET,30_phenotypes,16_lv,0.007379323671362669
EBM,30_phenotypes,16_lv,0.008473749837602353
EBM,30_phenotypes,16_lv,0.008875954179793005
EBM,30_phenotypes,16_lv,0.0034828520896442684
EBM,30_phenotypes,16_lv,0.00958412938814744
EBM,30_phenotypes,16_lv,0.022458702742973447
LR,30_phenotypes,38,0.04887177832880791
LR,30_phenotypes,38,0.23416982611224219
LR,30_phenotypes,38,0.39738419855662216
LR,30_phenotypes,38,0.37371934360224346
LR,30_phenotypes,38,0.10336179172470018
RF,30_phenotypes,38,0.010122276920386792
RF,30_phenotypes,38,0.009360923081292227
RF,30_phenotypes,38,0.011683596235685819
RF,30_phenotypes,38,0.01438484930330251
RF,30_phenotypes,38,0.009748309727880806
XGB,30_phenotypes,38,0.031676143407821655
XGB,30_phenotypes,38,0.03148341178894043
XGB,30_phenotypes,38,0.033048223704099655
XGB,30_phenotypes,38,0.03208252415060997
XGB,30_phenotypes,38,0.035090986639261246
TNET,30_phenotypes,38,0.0037441881982726473
TNET,30_phenotypes,38,0.02477511022171118
TNET,30_phenotypes,38,0.0183288696973937
TNET,30_phenotypes,38,0.006906667240405437
TNET,30_phenotypes,38,0.012182552903366927
EBM,30_phenotypes,38,0.00892824585131037
EBM,30_phenotypes,38,0.008038493829093945
EBM,30_phenotypes,38,0.0053637977064692225
EBM,30_phenotypes,38,0.019252462341165816
EBM,30_phenotypes,38,0.022047811539219468
LR,30_phenotypes,27_dxrx,0.046718735878483984
LR,30_phenotypes,27_dxrx,0.3321734281414055
LR,30_phenotypes,27_dxrx,0.052980359535890156
LR,30_phenotypes,27_dxrx,0.4023274310838899
LR,30_phenotypes,27_dxrx,0.05667511159732359
RF,30_phenotypes,27_dxrx,0.01036238835287097
RF,30_phenotypes,27_dxrx,0.007588335654533527
RF,30_phenotypes,27_dxrx,0.006894358426484194
RF,30_phenotypes,27_dxrx,0.006639469660209089
RF,30_phenotypes,27_dxrx,0.008111855248802423
XGB,30_phenotypes,27_dxrx,0.034642934799194336
XGB,30_phenotypes,27_dxrx,0.03360315412282944
XGB,30_phenotypes,27_dxrx,0.03253179043531418
XGB,30_phenotypes,27_dxrx,0.0353722870349884
XGB,30_phenotypes,27_dxrx,0.033298417925834656
TNET,30_phenotypes,27_dxrx,2.9582633494043145e-05
TNET,30_phenotypes,27_dxrx,3.421346428284428e-06
TNET,30_phenotypes,27_dxrx,0.0016278915727125406
TNET,30_phenotypes,27_dxrx,0.0
TNET,30_phenotypes,27_dxrx,0.026230599367234483
EBM,30_phenotypes,27_dxrx,0.003140526494056377
EBM,30_phenotypes,27_dxrx,0.005437739485732989
EBM,30_phenotypes,27_dxrx,0.0021240707350329707
EBM,30_phenotypes,27_dxrx,0.007612432874459461
EBM,30_phenotypes,27_dxrx,0.014183325939802819
LR,30_phenotypes,23_dxrx,0.2917976933414444
LR,30_phenotypes,23_dxrx,0.05538599913611931
LR,30_phenotypes,23_dxrx,0.25752075111568806
LR,30_phenotypes,23_dxrx,0.7797589199323024
LR,30_phenotypes,23_dxrx,0.4189663357145788
RF,30_phenotypes,23_dxrx,0.0379402217046018
RF,30_phenotypes,23_dxrx,0.024011560909756098
RF,30_phenotypes,23_dxrx,0.03432509914353029
RF,30_phenotypes,23_dxrx,0.061865320438130145
RF,30_phenotypes,23_dxrx,0.029238592980300536
XGB,30_phenotypes,23_dxrx,0.03765086829662323
XGB,30_phenotypes,23_dxrx,0.03427882120013237
XGB,30_phenotypes,23_dxrx,0.0350426509976387
XGB,30_phenotypes,23_dxrx,0.038670074194669724
XGB,30_phenotypes,23_dxrx,0.03129251301288605
TNET,30_phenotypes,23_dxrx,0.002879139795564189
TNET,30_phenotypes,23_dxrx,0.00048681694215323623
TNET,30_phenotypes,23_dxrx,0.0503343374390137
TNET,30_phenotypes,23_dxrx,0.0019739055357838853
TNET,30_phenotypes,23_dxrx,0.007577839826980748
EBM,30_phenotypes,23_dxrx,0.012826133941390002
EBM,30_phenotypes,23_dxrx,0.012539542825882264
EBM,30_phenotypes,23_dxrx,0.011705071887082636
EBM,30_phenotypes,23_dxrx,0.0405878927411257
EBM,30_phenotypes,23_dxrx,0.038954763297884026
LR,30_phenotypes,19_lv,0.27246350599822017
LR,30_phenotypes,19_lv,0.33434499566093556
LR,30_phenotypes,19_lv,0.2580424571099074
LR,30_phenotypes,19_lv,0.37030408563423306
LR,30_phenotypes,19_lv,0.2510690090515887
RF,30_phenotypes,19_lv,0.024965317781141166
RF,30_phenotypes,19_lv,0.024435510583614147
RF,30_phenotypes,19_lv,0.02639836942606225
RF,30_phenotypes,19_lv,0.016808365694470466
RF,30_phenotypes,19_lv,0.016157523638714647
XGB,30_phenotypes,19_lv,0.0393974669277668
XGB,30_phenotypes,19_lv,0.03646576404571533
XGB,30_phenotypes,19_lv,0.03043081983923912
XGB,30_phenotypes,19_lv,0.033401068300008774
XGB,30_phenotypes,19_lv,0.03524717688560486
TNET,30_phenotypes,19_lv,0.0014490327106158561
TNET,30_phenotypes,19_lv,0.11510270847837767
TNET,30_phenotypes,19_lv,0.0
TNET,30_phenotypes,19_lv,0.0009338935647887113
TNET,30_phenotypes,19_lv,0.036834160189256095
EBM,30_phenotypes,19_lv,0.010764745754953668
EBM,30_phenotypes,19_lv,0.016415858854932058
EBM,30_phenotypes,19_lv,0.009703000718706143
EBM,30_phenotypes,19_lv,0.02914731777225681
EBM,30_phenotypes,19_lv,0.04090045370256057
LR,30_phenotypes,32,0.4059531298902036
LR,30_phenotypes,32,0.3184339795690027
LR,30_phenotypes,32,0.234952977895049
LR,30_phenotypes,32,0.49178825270466314
LR,30_phenotypes,32,0.4453912553056767
RF,30_phenotypes,32,0.01222834771896652
RF,30_phenotypes,32,0.012427669687524507
RF,30_phenotypes,32,0.020762156860850124
RF,30_phenotypes,32,0.011443659163769057
RF,30_phenotypes,32,0.010243326904162714
XGB,30_phenotypes,32,0.027753951027989388
XGB,30_phenotypes,32,0.030459146946668625
XGB,30_phenotypes,32,0.03473358973860741
XGB,30_phenotypes,32,0.02894604206085205
XGB,30_phenotypes,32,0.03146681934595108
TNET,30_phenotypes,32,0.07978145796160643
TNET,30_phenotypes,32,0.0034623255004543217
TNET,30_phenotypes,32,0.016993459082008142
TNET,30_phenotypes,32,0.007030142682738012
TNET,30_phenotypes,32,0.011759932305440864
EBM,30_phenotypes,32,0.006461354154184633
EBM,30_phenotypes,32,0.007889411198813133
EBM,30_phenotypes,32,0.006729463259835036
EBM,30_phenotypes,32,0.013831102606337823
EBM,30_phenotypes,32,0.020594572527275132
LR,30_phenotypes,34,0.38879626259680794
LR,30_phenotypes,34,0.41909633852418765
LR,30_phenotypes,34,0.6787362689151695
LR,30_phenotypes,34,0.30807132582067387
LR,30_phenotypes,34,0.8254340491710164
RF,30_phenotypes,34,0.010136731077894142
RF,30_phenotypes,34,0.0144810563220426
RF,30_phenotypes,34,0.019460097491621642
RF,30_phenotypes,34,0.010887118925023807
RF,30_phenotypes,34,0.014315745790719703
XGB,30_phenotypes,34,0.03298552706837654
XGB,30_phenotypes,34,0.03174968436360359
XGB,30_phenotypes,34,0.03212793543934822
XGB,30_phenotypes,34,0.033303916454315186
XGB,30_phenotypes,34,0.029639312997460365
TNET,30_phenotypes,34,0.008139490493744161
TNET,30_phenotypes,34,0.021949188345017086
TNET,30_phenotypes,34,0.005475307431937152
TNET,30_phenotypes,34,0.011277714106397059
TNET,30_phenotypes,34,0.05211690052368552
EBM,30_phenotypes,34,0.004005994494777061
EBM,30_phenotypes,34,0.009785498674802332
EBM,30_phenotypes,34,0.004724880671008533
EBM,30_phenotypes,34,0.01546944584196658
EBM,30_phenotypes,34,0.03424924339086424
LR,30_phenotypes,14_dxrx,0.37934545122702773
LR,30_phenotypes,14_dxrx,0.2586990546254456
LR,30_phenotypes,14_dxrx,0.33713659460803497
LR,30_phenotypes,14_dxrx,0.2909222191405222
LR,30_phenotypes,14_dxrx,0.4180865944134511
RF,30_phenotypes,14_dxrx,0.014265846971681163
RF,30_phenotypes,14_dxrx,0.010242063964780388
RF,30_phenotypes,14_dxrx,0.013281811203313246
RF,30_phenotypes,14_dxrx,0.007018732451120937
RF,30_phenotypes,14_dxrx,0.008300432911253618
XGB,30_phenotypes,14_dxrx,0.04255454242229462
XGB,30_phenotypes,14_dxrx,0.03491253778338432
XGB,30_phenotypes,14_dxrx,0.03183469548821449
XGB,30_phenotypes,14_dxrx,0.034937143325805664
XGB,30_phenotypes,14_dxrx,0.03292382135987282
TNET,30_phenotypes,14_dxrx,0.00704031013527504
TNET,30_phenotypes,14_dxrx,0.05140935193604219
TNET,30_phenotypes,14_dxrx,0.014908244330822934
TNET,30_phenotypes,14_dxrx,0.016621374419607305
TNET,30_phenotypes,14_dxrx,0.0
EBM,30_phenotypes,14_dxrx,0.004303051271881826
EBM,30_phenotypes,14_dxrx,0.004165951348721906
EBM,30_phenotypes,14_dxrx,0.0028971900135694294
EBM,30_phenotypes,14_dxrx,0.012139396289069857
EBM,30_phenotypes,14_dxrx,0.014951796276767978
LR,30_aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.8409401464751531
