feature,factor,weight
Zoster [herpes zoster] (B02),26,0.0
Malignant neoplasm of breast (C50),26,0.0018151984754327893
Myositis (M60),26,0.0002388638470351994
Unspecified macular degeneration (H3530),26,0.0
Hyperesthesia (R203),26,0.0007968892463530023
Cervicalgia (M542),26,0.0003646682377718397
Other extrapyramidal and movement disorders (G25),26,0.0006655883062820785
"Elevated blood-pressure reading, without diagnosis of hypertension (R030)",26,0.0
Frequency of micturition (R350),26,0.0011880808723831366
Urge incontinence (N3941),26,0.0
Disorders of mineral metabolism (E83),26,0.001692356115960895
Dehydration (E860),26,0.014473697525337245
"Constipation, unspecified (K5900)",26,0.013782309693299194
Gastro-esophageal reflux disease without esophagitis (K219),26,0.0
Unspecified fall (W19),26,0.0023235993310253417
Pain in right knee (M25561),26,0.0
Other disorders of lung (J984),26,0.0017491586151174446
"Localized swelling, mass and lump, unspecified (R229)",26,0.0013359312568936336
Nontoxic multinodular goiter (E042),26,0.0
"Arthropathy, unspecified (M129)",26,0.0003523690490853249
Benign neoplasm of transverse colon (D123),26,0.0
Hypo-osmolality and hyponatremia (E871),26,0.008851211528098821
"Enlarged lymph nodes, unspecified (R599)",26,0.0018538758268965545
"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease (I129)",26,0.00519082652822451
Headache (R51),26,0.003294834164930925
Visual disturbances (H53),26,0.0018836744148918786
Other acute postprocedural pain (G8918),26,0.003117699731434665
Hypotension (I95),26,0.0061774188913085205
Mixed incontinence (N3946),26,0.0
"Other specified disorders of bone density and structure, unspecified site (M8580)",26,0.000245902853719936
"Unspecified blepharitis right eye, unspecified eyelid (H01003)",26,0.0
Fibroblastic disorders (M72),26,0.0
Pain in unspecified ankle and joints of unspecified foot (M25579),26,0.00016407019286856822
Symptoms and signs concerning food and fluid intake (R63),26,0.015954067794032408
dx_W19.xxxA,26,0.0012505353849870987
Hypertensive chronic kidney disease (I12),26,0.00519082652822451
Other forms of dyspnea (R0609),26,0.003316951604915279
"Chronic rhinitis, nasopharyngitis and pharyngitis (J31)",26,0.00018733902676897554
Pain associated with micturition (R30),26,0.0021507346523631987
Polyp of colon (K635),26,0.0004716443583324973
"Findings of drugs and other substances, not normally found in blood (R78)",26,0.0018285512129027682
Cyst and mucocele of nose and nasal sinus (J341),26,2.9332673509640403e-05
Other specified abnormal immunological findings in serum (R768),26,0.0033334004242447225
"Nicotine dependence, unspecified, uncomplicated (F17200)",26,0.005333604281852929
Pain in unspecified hip (M25559),26,0.0008027472269317083
Localized edema (R600),26,0.0068100861189300125
Fibrosis and cirrhosis of liver (K74),26,0.00279502124880809
"Lymphedema, not elsewhere classified (I890)",26,0.0015468601974642656
Abnormal results of liver function studies (R945),26,0.0032070436062227987
"Major depressive disorder, recurrent (F33)",26,0.0003902103563197329
"Vitreous degeneration, right eye (H43811)",26,0.0
Abnormal involuntary movements (R25),26,0.0002833540316047691
"Fatty (change of) liver, not elsewhere classified (K760)",26,0.0015669961796070232
"Abdominal aortic aneurysm, without rupture (I714)",26,0.0006276881953212265
Low back pain (M545),26,0.0
Hypoxemia (R0902),26,0.006880848752355686
"Basal cell carcinoma of skin, unspecified (C4491)",26,0.00048366993862000273
Dizziness and giddiness (R42),26,0.001958952059488422
"Rheumatoid arthritis, unspecified (M069)",26,0.000339993570225341
"Malignant melanoma of skin, unspecified (C439)",26,5.384600423359339e-05
Solitary pulmonary nodule (R911),26,0.005406800052579305
Abnormal weight gain (R635),26,0.0
Benign neoplasm of duodenum (D132),26,0.0006081188236504489
"Pain, not elsewhere classified (G89)",26,0.005851873378855743
"Other disorders of kidney and ureter, not elsewhere classified (N28)",26,0.0060933887552738035
"Hyperglycemia, unspecified (R739)",26,0.0035965814074464552
"Other joint disorder, not elsewhere classified (M25)",26,0.0006313303059082463
Enlarged lymph nodes (R59),26,0.004233833960998308
Other benign neoplasms of skin (D23),26,0.0014075011348796754
Secondary and unspecified malignant neoplasm of lymph nodes (C77),26,0.004267998096623145
Obstructive sleep apnea (adult) (pediatric) (G4733),26,0.0014526491825739524
Other benign neoplasm of skin of other parts of face (D2339),26,0.00022034364341348895
Unspecified sensorineural hearing loss (H905),26,0.0
Other inflammation of vagina and vulva (N76),26,0.0003062940864260758
Other specified disorders of eyelid (H0289),26,0.0
"Disorder of kidney and ureter, unspecified (N289)",26,0.005235071096055155
Urgency of urination (R3915),26,0.0002360631600344668
Other ascites (R188),26,0.010070891417002223
"Acute upper respiratory infection, unspecified (J069)",26,0.001191995887426161
Sleep disorders not due to a substance or known physiological condition (F51),26,8.17677786954242e-05
Other skin changes due to chronic exposure to nonionizing radiation (L578),26,0.0
Other fatigue (R5383),26,0.012445260411966032
Hereditary and idiopathic neuropathy (G60),26,0.0
"Chronic obstructive pulmonary disease, unspecified (J449)",26,0.00536819669536184
"Anxiety disorder, unspecified (F419)",26,0.012879953495534427
Inflamed seborrheic keratosis (L820),26,0.0
Mononeuropathies of upper limb (G56),26,0.0002285622605151771
"Other intervertebral disc degeneration, lumbar region (M5136)",26,0.0
Other seasonal allergic rhinitis (J302),26,0.0
Restless legs syndrome (G2581),26,0.0006655883062820786
Other diseases of intestine (K63),26,0.0022360562538291566
Melena (K921),26,0.0044366000379017275
"Mild intermittent asthma, uncomplicated (J4520)",26,0.0
Other and unspecified hearing loss (H91),26,0.0011069406026415825
Benign neoplasm of sigmoid colon (D125),26,0.0014138383858971469
"Convulsions, not elsewhere classified (R56)",26,0.0012801907314230667
"Liver disease, unspecified (K769)",26,0.002705387909307937
"Pure hypercholesterolemia, unspecified (E7800)",26,0.0
Chronic kidney disease (CKD) (N18),26,0.006072329568129961
Unspecified visual disturbance (H539),26,0.0008953538149873543
Dry eye syndrome of unspecified lacrimal gland (H04129),26,0.0008059678249525002
"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders (M51)",26,0.0
"Nicotine dependence, cigarettes, uncomplicated (F17210)",26,0.004496473965423803
"Spinal stenosis, lumbar region (M4806)",26,0.0
Pain in right hip (M25551),26,0.0
"Vitreous degeneration, unspecified eye (H43819)",26,0.0
Presbyopia (H524),26,0.0
Abdominal and pelvic pain (R10),26,0.022692580017594964
"Thrombocytopenia, unspecified (D696)",26,0.011713477961735476
"Other disorders of fluid, electrolyte and acid-base balance (E87)",26,0.018155932157724278
Other spondylopathies (M48),26,0.0
Epigastric pain (R1013),26,0.003515273356613468
Spondylosis (M47),26,0.0
"Hereditary and idiopathic neuropathy, unspecified (G609)",26,0.0
Unspecified contact dermatitis (L25),26,7.55825941510671e-05
Residual hemorrhoidal skin tags (K644),26,0.0008716602162054884
Other peripheral vascular diseases (I73),26,0.0004249042775253802
Unspecified abdominal pain (R109),26,0.013438642618126984
Other disorders of bone density and structure (M85),26,0.0002459028537199359
"Insomnia, unspecified (G4700)",26,0.009144066318799484
Unspecified glaucoma (H409),26,0.0
Other symptoms and signs involving cognitive functions and awareness (R41),26,0.007385470259729051
Age-related cataract (H25),26,0.0
Other bacterial agents as the cause of diseases classified elsewhere (B96),26,0.0014723555997806113
Type 2 diabetes mellitus with unspecified complications (E118),26,0.0
Irritable bowel syndrome (K58),26,0.00020296711948817643
Right lower quadrant pain (R1031),26,0.0008901583850976524
Unspecified convulsions (R569),26,0.001280190731423067
Benign neoplasm of esophagus (D130),26,0.001971525661813012
"Anemia, unspecified (D649)",26,0.026186991394822442
Diverticular disease of intestine (K57),26,0.001128342806809572
"Somnolence, stupor and coma (R40)",26,0.0026622465715613734
Other specified disorders of kidney and ureter (N2889),26,0.00108128183673466
Gout (M10),26,0.0004008486115863658
"Acute bronchitis, unspecified (J209)",26,0.0
Chronic rhinitis (J310),26,0.00018733902676897543
"Unilateral primary osteoarthritis, left knee (M1712)",26,0.0
Abnormal and inconclusive findings on diagnostic imaging of breast (R92),26,0.0006512103042779907
Calculus of kidney and ureter (N20),26,0.0010872498297254567
Other disorders of urinary system (N39),26,0.006544786230439375
Acute posthemorrhagic anemia (D62),26,0.005726745081872629
"Unspecified osteoarthritis, unspecified site (M1990)",26,0.0020008101564456928
Cramp and spasm (R252),26,0.000283354031604769
Pain in throat and chest (R07),26,0.010858798248624237
Other chronic obstructive pulmonary disease (J44),26,0.00536819669536184
Hyperkalemia (E875),26,0.005917783881518286
Pelvic and perineal pain (R102),26,0.0003695654987760912
Cystitis (N30),26,0.001346966331232858
"Peripheral vascular disease, unspecified (I739)",26,0.00042490427752538016
"Noninfective gastroenteritis and colitis, unspecified (K529)",26,0.002906011915178459
Alcohol related disorders (F10),26,0.0019855902705236436
Abnormal findings on diagnostic imaging of lung (R91),26,0.011882631953912813
Other specified disorders of nose and nasal sinuses (J3489),26,0.00038314795929244737
Unspecified age-related cataract (H259),26,0.0
Nasal congestion (R0981),26,0.00042411020597034804
Other symptoms and signs involving the genitourinary system (R3989),26,0.0015936299248701113
Benign prostatic hyperplasia with lower urinary tract symptoms (N401),26,0.0
"Dysphagia, oropharyngeal phase (R1312)",26,0.00880202280628861
Other retinal disorders (H35),26,0.0
"Hypothyroidism, unspecified (E039)",26,0.0
Migraine (G43),26,0.0001621777874784573
Diaphragmatic hernia (K44),26,0.0
Other anemias (D64),26,0.026186991394822442
Abnormal findings on diagnostic imaging of other body structures (R93),26,0.0005757633719943692
Other rheumatoid arthritis (M06),26,0.000339993570225341
Postmenopausal atrophic vaginitis (N952),26,0.0
Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH] (R740),26,0.0037058761914386495
"Hyperlipidemia, unspecified (E785)",26,0.0
Other specified soft tissue disorders (M7989),26,0.007782488527784679
Nocturia (R351),26,1.3656609765787614e-05
Elevated prostate specific antigen [PSA] (R972),26,0.00014426321354596547
Shortness of breath (R0602),26,0.016166432009047334
Other symptoms and signs involving the musculoskeletal system (R29898),26,0.0025819983602098167
Inguinal hernia (K40),26,0.0003123231667238503
Type 2 diabetes mellitus with other specified complication (E1169),26,0.0
Glaucoma (H40),26,0.0
"Acute kidney failure, unspecified (N179)",26,0.013871512729433504
Atrophic disorders of skin (L90),26,0.0
Hypokalemia (E876),26,0.007845220934515644
Tinea pedis (B353),26,9.673011508422752e-05
Cellulitis and acute lymphangitis (L03),26,0.002268776375483077
Melanocytic nevi (D22),26,0.0
"Pneumonia, unspecified organism (J18)",26,0.007024491747599721
Age-related osteoporosis without current pathological fracture (M810),26,0.00021926213233946378
Other fecal abnormalities (R195),26,0.0020316895204852796
"Benign neoplasm of colon, rectum, anus and anal canal (D12)",26,0.00264819192007214
"Age-related nuclear cataract, unspecified eye (H2510)",26,0.00036052603753753597
"Male erectile dysfunction, unspecified (N529)",26,0.0
Other specified symptoms and signs involving the circulatory and respiratory systems (R0989),26,0.0016571051469254554
Other chronic pain (G8929),26,0.0
"Unspecified blepharitis left eye, unspecified eyelid (H01006)",26,0.0
"Unilateral primary osteoarthritis, right knee (M1711)",26,0.0
"Other and unspecified dorsopathies, not elsewhere classified (M53)",26,0.0
Elevated prostate specific antigen [PSA] (R9720),26,0.0
Other disorders of bone (M89),26,0.0024534665059650416
Other nonspecific abnormal finding of lung field (R918),26,0.007888635402627714
"Impacted cerumen, bilateral (H6123)",26,0.0
Nicotine dependence (F17),26,0.009012425057367773
"Iron deficiency anemia, unspecified (D509)",26,0.007169951824364605
Sebaceous cyst (L723),26,0.0
Male erectile dysfunction (N52),26,0.0
"Radiculopathy, thoracic region (M5414)",26,0.0
Nontoxic single thyroid nodule (E041),26,0.00032497482524381605
Hepatic fibrosis (K740),26,0.00279502124880809
Other specified disorders of the skin and subcutaneous tissue (L988),26,0.0
"Local infection of the skin and subcutaneous tissue, unspecified (L089)",26,0.0015012688828257446
Other disorders of veins (I87),26,0.0014096159292236543
Benign prostatic hyperplasia (N40),26,0.0
Localized enlarged lymph nodes (R590),26,0.0023807160222435054
Dermatophytosis (B35),26,0.0
Type 2 diabetes mellitus with other diabetic ophthalmic complication (E1139),26,0.0
Other and unspecified dermatitis (L30),26,0.0
Other constipation (K5909),26,0.0024955904663281096
Abnormal results of function studies (R94),26,0.014053093576206157
Pain in left knee (M25562),26,0.0
"Gout, unspecified (M109)",26,0.0004008486115863661
"Unspecified astigmatism, bilateral (H52203)",26,0.0
"Unspecified hearing loss, unspecified ear (H9190)",26,0.001193023048033377
Iron deficiency anemia (D50),26,0.011256519650367636
Acute upper respiratory infections of multiple and unspecified sites (J06),26,0.0011919958874261611
"Finding of other specified substances, not normally found in blood (R7889)",26,0.001828551212902768
Pain in left leg (M79605),26,0.001201297452795544
Malignant neoplasm of prostate (C61),26,0.0016010406952212378
"Diarrhea, unspecified (R197)",26,0.017008548857500617
Benign neoplasm of ascending colon (D122),26,0.0
"Seborrheic dermatitis, unspecified (L219)",26,0.0
Other muscle spasm (M62838),26,6.627701292997392e-05
Acute kidney failure (N17),26,0.013871512729433504
"Major depressive disorder, recurrent, moderate (F331)",26,0.00039021035631973293
Acute pharyngitis (J02),26,0.0006659664280647689
"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified (T45)",26,0.014660023020187507
"Radiculopathy, lumbar region (M5416)",26,0.0
Primary insomnia (F5101),26,8.17677786954242e-05
Benign prostatic hyperplasia without lower urinary tract symptoms (N400),26,0.000663808278977215
Left upper quadrant pain (R1012),26,0.0017730526282769513
Hemorrhoids and perianal venous thrombosis (K64),26,0.002530102451135379
Other specified bacterial agents as the cause of diseases classified elsewhere (B9689),26,0.0014723555997806113
"Carpal tunnel syndrome, unspecified upper limb (G5600)",26,0.0002285622605151771
Hemangioma of skin and subcutaneous tissue (D1801),26,0.0
Abnormal levels of other serum enzymes (R748),26,0.005996157930517462
Pain in right foot (M79671),26,0.0
Chronic viral hepatitis (B18),26,0.0011494349541990103
"Vitreous degeneration, bilateral (H43813)",26,0.0
Other abnormal glucose (R7309),26,0.0012347490830547034
"Unspecified hearing loss, bilateral (H9193)",26,0.0
Stress incontinence (female) (male) (N393),26,0.0
Ascites (R18),26,0.010070891417002223
Vasomotor and allergic rhinitis (J30),26,0.00011505531404993856
Pure hypercholesterolemia (E780),26,8.73380370872386e-05
Abnormalities of breathing (R06),26,0.027018214014572224
Other diseases of anus and rectum (K62),26,0.0012864578961806514
"Other disorders involving the immune mechanism, not elsewhere classified (D89)",26,0.0
Pruritus (L29),26,0.002857919345478692
"Disorder of thyroid, unspecified (E079)",26,0.0
"Spondylosis without myelopathy or radiculopathy, lumbosacral region (M47817)",26,0.0
Hyperparathyroidism and other disorders of parathyroid gland (E21),26,0.0
Left lower quadrant pain (R1032),26,0.00044047601605249384
"Obesity, unspecified (E669)",26,0.0
"Skin changes due to chronic exposure to nonionizing radiation, unspecified (L579)",26,0.0
Muscle weakness (generalized) (M6281),26,0.003187989054432208
Gastro-esophageal reflux disease with esophagitis (K210),26,0.0005863049145857025
Plantar fascial fibromatosis (M722),26,0.0
Benign neoplasm of lymph nodes (D360),26,0.003181688279028428
"Acute pharyngitis, unspecified (J029)",26,0.000665966428064769
Other chest pain (R0789),26,0.0025258192393139084
Weakness (R531),26,0.01051416227290118
Other noninflammatory disorders of vagina (N89),26,0.0002623009651601744
"Edema, unspecified (R609)",26,0.004327259306117508
Venous insufficiency (chronic) (peripheral) (I872),26,0.0014096159292236543
"Other benign neoplasm of skin, unspecified (D239)",26,0.0
Retention of urine (R33),26,0.001986621015744711
Syncope and collapse (R55),26,0.0030830805715487465
Vitamin D deficiency (E55),26,0.0038640738855850666
Unspecified hemorrhoids (K649),26,0.00044815847264187484
"Disorder involving the immune mechanism, unspecified (D899)",26,0.0
Other and unspecified disorders of nose and nasal sinuses (J34),26,0.0005362735578533392
"Spondylosis without myelopathy or radiculopathy, lumbar region (M47816)",26,0.0
"Migraine with aura, not intractable, without status migrainosus (G43109)",26,0.0
Benign neoplasm of stomach (D131),26,0.0030025500491617416
"Malignant (primary) neoplasm, unspecified (C801)",26,0.009033939502040534
Overweight and obesity (E66),26,0.0
"Chest pain, unspecified (R079)",26,0.009526493775047579
"Melanocytic nevi, unspecified (D229)",26,0.0
Other and unspecified arthropathy (M12),26,0.00035236904908532494
Benign neoplasm of rectum (D128),26,0.0016384219894774038
"Cardiac murmur, unspecified (R011)",26,0.0007977854320489829
Other dorsalgia (M5489),26,0.001459377031260513
Other symptoms and signs involving the digestive system and abdomen (R19),26,0.02028936659125712
Morbid (severe) obesity due to excess calories (E6601),26,0.0
"Combined forms of age-related cataract, bilateral (H25813)",26,0.0
Benign neoplasm of other and unspecified sites (D36),26,0.003181688279028428
"Hypermetropia, bilateral (H5203)",26,0.0
"Localized swelling, mass and lump, neck (R221)",26,0.0015605163860285128
Other and unspecified noninfective gastroenteritis and colitis (K52),26,0.002906011915178459
Other cataract (H26),26,0.0
Iron deficiency anemia secondary to blood loss (chronic) (D500),26,0.005438647436140208
Other hemorrhoids (K648),26,0.0012686208172714478
"Major depressive disorder, single episode (F32)",26,0.01335909454250028
Xerosis cutis (L853),26,0.00038486270678049814
Abdominal distension (gaseous) (R140),26,0.0014718275488198828
Irritable bowel syndrome without diarrhea (K589),26,0.00020296711948817648
"Age-related nuclear cataract, bilateral (H2513)",26,0.0
Disorders of lipoprotein metabolism and other lipidemias (E78),26,0.0
Generalized abdominal pain (R1084),26,0.009356789305053348
"Localized swelling, mass and lump of skin and subcutaneous tissue (R22)",26,0.002986908399104786
Other abnormal findings of blood chemistry (R79),26,0.008447827061510952
Other and unspecified malignant neoplasm of skin (C44),26,0.00048366993862000273
Menopausal and female climacteric states (N951),26,0.0
Menopausal and other perimenopausal disorders (N95),26,0.0
Asthma (J45),26,0.0006286352773242482
"Pneumonia, unspecified organism (J189)",26,0.007024491747599721
Benign neoplasm of other and ill-defined parts of digestive system (D13),26,0.0053068644635802745
Other and unspecified symptoms and signs involving the genitourinary system (R39),26,0.001578694721881208
Other malaise (R5381),26,0.008427611958088457
"Sacrococcygeal disorders, not elsewhere classified (M533)",26,0.0
Calculus of kidney (N200),26,0.0010872498297254567
Other anxiety disorders (F41),26,0.01309064398876912
Other inflammation of eyelid (H01),26,0.0
Rash and other nonspecific skin eruption (R21),26,0.006480617875347763
Dysphonia (R490),26,0.0019480195324843993
"Malignant neoplasm of bladder, unspecified (C679)",26,0.0023049066557647028
Cardiac murmurs and other cardiac sounds (R01),26,0.0007977854320489831
Pure hyperglyceridemia (E781),26,1.343612799471409e-05
Dysuria (R300),26,0.0021507346523631987
Neoplasm related pain (acute) (chronic) (G893),26,0.009876496981053251
Malaise and fatigue (R53),26,0.026695718264244196
Other abnormal and inconclusive findings on diagnostic imaging of breast (R928),26,0.0006512103042779907
"Polyneuropathy, unspecified (G629)",26,0.003700852956436252
"Retention of urine, unspecified (R339)",26,0.0019866210157447116
Pain in right shoulder (M25511),26,0.0
Other disorders of white blood cells (D72),26,0.007190284600646489
"Type 2 diabetes mellitus with diabetic neuropathy, unspecified (E1140)",26,0.0005251834136405198
Other specified disorders of brain (G9389),26,0.0015355850274746884
Aphagia and dysphagia (R13),26,0.014371112759476376
Nausea (R110),26,0.015811921019798173
"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent (K4090)",26,0.0003123231667238503
Nausea and vomiting (R11),26,0.027674628051934186
Benign neoplasm of cecum (D120),26,0.0
"Unspecified blepharitis unspecified eye, unspecified eyelid (H01009)",26,0.0002369464195528686
"Radiculopathy, cervical region (M5412)",26,0.0
"Age-related nuclear cataract, right eye (H2511)",26,0.0
"Other intervertebral disc displacement, lumbar region (M5126)",26,0.0
"Unspecified astigmatism, unspecified eye (H52209)",26,3.8310052191624656e-05
"Difficulty in walking, not elsewhere classified (R262)",26,0.002635254706068238
Other respiratory disorders (J98),26,0.0017491586151174446
"Preglaucoma, unspecified, unspecified eye (H40009)",26,0.0
Bilateral primary osteoarthritis of knee (M170),26,0.0
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema (E11319),26,0.0003032970343074356
Acute bronchitis (J20),26,0.0
"Cellulitis, unspecified (L0390)",26,0.002268776375483077
Essential (primary) hypertension (I10),26,0.009560566661455985
Generalized anxiety disorder (F411),26,0.0010029273682919551
Pain in left shoulder (M25512),26,0.0004802676005301503
Rosacea (L71),26,9.767209387084148e-05
"Pain, unspecified (R52)",26,0.0066669746730852915
"Disorder of bone, unspecified (M899)",26,0.002453466505965042
"Dysphagia, unspecified (R1310)",26,0.01067601622612344
Sleep disorders (G47),26,0.010831017154506309
Other allergic rhinitis (J3089),26,0.0
Disorders of refraction and accommodation (H52),26,0.0
"Lumbago with sciatica, right side (M5441)",26,0.0
Polyuria (R35),26,0.001264962198361449
Pain in unspecified shoulder (M25519),26,0.00032556569276250127
Other epidermal thickening (L85),26,0.0003848627067804983
"Age-related nuclear cataract, left eye (H2512)",26,0.0
Disorders of vitreous body (H43),26,0.0
Skin changes due to chronic exposure to nonionizing radiation (L57),26,0.0
"Disorder of the skin and subcutaneous tissue, unspecified (L989)",26,0.0026301432424508794
"Myopia, bilateral (H5213)",26,0.0
Osteoarthritis of hip (M16),26,0.0
Other benign neoplasm of skin of trunk (D235),26,0.00119696707863309
Other diseases of stomach and duodenum (K31),26,0.002814058649076051
Gas pain (R141),26,0.0017497092020716295
Abnormal serum enzyme levels (R74),26,0.00850839353251207
Volume depletion (E86),26,0.014473697525337245
"Lumbago with sciatica, left side (M5442)",26,0.0
Other specified abnormal findings of blood chemistry (R7989),26,0.008447827061510952
Unspecified disorder of refraction (H527),26,0.0
Other functional intestinal disorders (K59),26,0.014906792790364106
Malignant melanoma of skin (C43),26,5.3846004233593584e-05
"Chronic kidney disease, unspecified (N189)",26,0.004996180738170005
Scar conditions and fibrosis of skin (L905),26,0.0
Elevated blood glucose level (R73),26,0.0026098332356009027
"Chronic fatigue, unspecified (R5382)",26,0.000838055392798612
Other disorders of thyroid (E07),26,0.0
Diverticulosis of large intestine without perforation or abscess without bleeding (K5730),26,0.001128342806809572
"Unspecified asthma, uncomplicated (J45909)",26,0.0009955960711635224
Benign neoplasm of unspecified part of small intestine (D1330),26,0.0005252521775293249
"Nausea with vomiting, unspecified (R112)",26,0.016777369055859418
Unspecified severe protein-calorie malnutrition (E43),26,0.008934075887864358
"Bronchitis, not specified as acute or chronic (J40)",26,0.0002672042957421557
Ataxic gait (R260),26,0.002060150511493858
"Chronic kidney disease, stage 3 (moderate) (N183)",26,0.0015425723383362354
Hemorrhage of anus and rectum (K625),26,0.0010722329781051143
Other diseases of stomach and duodenum (K3189),26,0.002814058649076051
Pain in right leg (M79604),26,0.0014450956123469333
"Lower abdominal pain, unspecified (R1030)",26,0.0009357365606851844
Other and unspecified polyneuropathies (G62),26,0.0037008529564362524
Other symptoms and signs involving cognitive functions and awareness (R4189),26,0.0017169818391859421
Pain in left foot (M79672),26,0.0
Other disorders of eyelid (H02),26,0.0
Other hypothyroidism (E03),26,0.0
Postnasal drip (R0982),26,0.0
"Hyperparathyroidism, unspecified (E213)",26,0.0
"Myositis, unspecified (M609)",26,0.00023886384703519946
"Other disorders of skin and subcutaneous tissue, not elsewhere classified (L98)",26,0.0025424417691606188
Somnolence (R400),26,0.0026622465715613734
Other general symptoms and signs (R68),26,0.0027868771505529404
Vasomotor rhinitis (J300),26,0.0
Benign neoplasm of descending colon (D124),26,0.0
Other disorders of brain (G93),26,0.0015355850274746884
Chronic viral hepatitis C (B182),26,0.0011494349541990103
Zoster without complications (B029),26,0.0
Mixed hyperlipidemia (E782),26,0.0
Other specified diseases of liver (K7689),26,0.0052731691278200404
"Unspecified rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic (M75100)",26,0.0
Other noninfective disorders of lymphatic vessels and lymph nodes (I89),26,0.001546860197464266
Pain in thoracic spine (M546),26,0.0008596437016588542
Seborrheic dermatitis (L21),26,0.0
Follicular cysts of skin and subcutaneous tissue (L72),26,0.0
"Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter (T451X5A)",26,0.014660023020187507
"Unspecified contact dermatitis, unspecified cause (L259)",26,7.558259415106715e-05
Other obesity due to excess calories (E6609),26,0.0
"Viral wart, unspecified (B079)",26,0.0
Myalgia (M791),26,0.0
"Allergic rhinitis, unspecified (J309)",26,0.0002788387324640289
"Vitreous degeneration, left eye (H43812)",26,6.713936558417922e-05
rx_BACLOFEN 10 MG TABLET,26,0.0006397553552087568
rx_ASPIRIN 81 MG CHEWABLE TABLET,26,0.0036877833468136126
rx_budesonide-formoterol (SYMBICORT) 160-4.5 mcg/actuation inhaler,26,0.001035042240365499
rx_buPROPion (WELLBUTRIN XL) 300 mg 24 hr tablet,26,0.0
rx_triamcinolone 0.1 % ointment,26,0.0
rx_FEXOFENADINE 180 MG TABLET,26,0.0001050401467501574
rx_DORZOLAMIDE-TIMOLOL 2 %-0.5 % EYE DROPS,26,0.0
rx_sildenafil (VIAGRA) 100 mg tablet,26,0.0
rx_FLUOXETINE 20 MG CAPSULE,26,0.0
rx_TIMOLOL MALEATE 0.5 % EYE DROPS,26,0.0
rx_AMOXICILLIN 875 MG-POTASSIUM CLAVULANATE 125 MG TABLET,26,0.004972962794263233
rx_TRAZODONE 100 MG TABLET,26,0.0006730743713486495
"rx_NYSTATIN 100,000 UNIT/ML ORAL SUSPENSION",26,0.004866340495941636
rx_valACYclovir (VALTREX) 1 g tablet,26,0.0003356222586973417
rx_ONDANSETRON 4 MG DISINTEGRATING TABLET,26,0.004595397582562643
rx_ONDANSETRON 8 MG DISINTEGRATING TABLET,26,0.004572855388164643
rx_SILDENAFIL 20 MG TABLET,26,0.00019313840005096675
"rx_cholecalciferol (VITAMIN D3) 1,000 unit capsule",26,0.0
rx_SERTRALINE 100 MG TABLET,26,0.00027268823980416805
rx_diclofenac sodium (VOLTAREN) 1 % topical gel,26,0.0
rx_DIAZEPAM 5 MG TABLET,26,0.0
rx_meclizine (ANTIVERT) 25 mg tablet,26,1.555612856300965e-05
rx_levothyroxine (SYNTHROID) 125 mcg tablet,26,0.0001462126986353253
rx_CETIRIZINE 10 MG TABLET,26,0.0
"rx_ergocalciferol (VITAMIN D2) 50,000 unit capsule",26,0.0031449085096417963
rx_GABAPENTIN 300 MG CAPSULE,26,0.002722436210580302
rx_ketoconazole 2 % cream,26,0.0
rx_TRAMADOL 50 MG TABLET,26,0.005506013477782432
rx_clobetasol (TEMOVATE) 0.05 % cream,26,0.0
rx_clobetasol (TEMOVATE) 0.05 % ointment,26,0.0
rx_AMLODIPINE 2.5 MG TABLET,26,0.0
rx_omeprazole (PRILOSEC OTC) 20 mg delayed release tablet,26,0.002069009494369848
rx_ALPRAZOLAM 0.5 MG TABLET,26,0.0015033820298006885
"rx_TAMSULOSIN ER 0.4 MG CAPSULE,EXTENDED RELEASE 24 HR",26,0.0027922026230924914
rx_CIPROFLOXACIN 500 MG TABLET,26,0.004216071953073287
rx_esomeprazole (NEXIUM) 40 mg delayed release capsule,26,0.0
rx_LEVOTHYROXINE 112 MCG TABLET,26,0.00026393566396966996
rx_PROCHLORPERAZINE MALEATE 10 MG TABLET,26,0.01717031723923163
rx_pantoprazole (PROTONIX) 40 mg delayed release tablet,26,0.004352527716928605
rx_ascorbic acid (VITAMIN C) 500 mg Tablet,26,0.0
rx_POLYETHYLENE GLYCOL 3350 17 GRAM ORAL POWDER PACKET,26,0.010964028615113166
rx_PREDNISONE 50 MG TABLET,26,0.0026480604153377484
rx_NITROFURANTOIN MONOHYDRATE/MACROCRYSTALS 100 MG CAPSULE,26,0.0018916049297416635
rx_IBUPROFEN 200 MG TABLET,26,0.0012323239261509136
rx_LISINOPRIL 10 MG TABLET,26,0.0013357665501159623
rx_hydroxychloroquine (PLAQUENIL) 200 mg tablet,26,0.00014749988505619087
rx_ATENOLOL 25 MG TABLET,26,0.0
rx_LEVOTHYROXINE 75 MCG TABLET,26,0.0
rx_LISINOPRIL 20 MG TABLET,26,0.0
